0.779567 0.721615 9.932261 0.000000 0.862916 0.534212 0.859997 0.600045 5.199747 0.001797
1.219903 0.492553 9.607522 -2.500935 1.173848 0.481073 1.119984 0.600225 5.199429 0.005390
1.964330 0.631359 5.349091 -7.531790 0.969149 0.397513 1.379955 0.600629 5.198979 0.010778
2.163977 0.263260 4.434999 -7.918728 1.650626 0.624690 1.639904 0.601347 5.198392 0.017960
2.610228 0.255571 5.700809 -6.072578 1.623309 0.499091 1.899823 0.602470 5.197661 0.026932
2.832718 0.003781 5.005322 -6.200793 2.188824 0.648739 2.159704 0.604086 5.196776 0.037693
3.238811 0.018568 4.997915 -5.453407 1.967008 0.557116 2.419540 0.606284 5.195728 0.050239
3.452623 -0.187053 4.488045 -5.518180 2.655256 0.665980 2.679323 0.609155 5.194504 0.064565
3.855442 -0.153299 4.808680 -4.588031 2.920342 0.645898 2.939043 0.612786 5.193090 0.080668
4.050346 -0.278262 4.547953 -4.298738 3.012223 0.637046 3.198690 0.617267 5.191470 0.098541
4.381409 -0.253629 4.793441 -3.635544 3.560959 0.485311 3.458253 0.622686 5.189627 0.118180
4.595407 -0.323518 4.701385 -3.268979 3.893650 0.311793 3.717722 0.629131 5.187542 0.139576
4.931230 -0.224699 5.119993 -2.536435 4.197862 0.698311 3.977082 0.636689 5.185194 0.162724
5.155912 -0.172186 5.070886 -1.851347 4.309346 0.578564 4.236322 0.645449 5.182560 0.187614
5.434653 -0.042374 5.063850 -1.086447 4.619083 0.689510 4.495424 0.655498 5.179618 0.214238
5.613921 0.111183 4.927458 -0.282548 4.351431 0.899174 4.754374 0.666921 5.176340 0.242587
5.853824 0.223252 4.817635 0.242361 5.209015 0.665990 5.013155 0.679804 5.172700 0.272649
6.057083 0.332694 4.721382 0.718671 5.518935 0.648233 5.271746 0.694234 5.168671 0.304413
6.318498 0.386387 5.189216 1.020574 5.228345 0.639362 5.530128 0.710295 5.164221 0.337868
6.535865 0.511657 5.064493 1.482313 6.022003 0.708619 5.788279 0.728071 5.159319 0.372999
6.756420 0.576652 4.810264 1.678503 5.893921 0.373584 6.046176 0.747646 5.153933 0.409793
6.942790 0.751170 4.626292 2.164888 6.342486 0.948833 6.303794 0.769103 5.148029 0.448233
7.177941 0.858648 4.678670 2.458522 6.621337 0.836138 6.561105 0.792523 5.141571 0.488305
7.370223 0.933754 4.541212 2.603681 6.782143 0.714036 6.818081 0.817988 5.134523 0.529990
7.589287 1.020675 4.355086 2.699055 7.291210 0.630741 7.074691 0.845578 5.126847 0.573269
7.761166 1.133440 4.189102 2.885135 7.137350 0.957217 7.330903 0.875372 5.118505 0.618123
8.045415 1.215844 4.763424 3.242356 8.083490 0.819605 7.586684 0.907449 5.109456 0.664531
8.275727 1.227492 4.684918 3.110828 7.805334 0.719126 7.841995 0.941886 5.099659 0.712469
8.498525 1.336563 4.392277 3.114667 8.404530 0.884557 8.096800 0.978758 5.089074 0.761915
8.714314 1.344373 4.312981 2.988298 8.247959 0.840322 8.351056 1.018142 5.077658 0.812843
8.973623 1.517508 4.794580 3.535534 8.458583 1.411179 8.604722 1.060109 5.065366 0.865226
9.212005 1.550685 4.728291 3.406204 8.746145 1.048576 8.857753 1.104732 5.052156 0.919037
9.471001 1.670079 4.688908 3.478667 9.880900 1.141897 9.110101 1.152082 5.037982 0.974245
9.717286 1.659122 4.647951 3.250430 9.255788 1.049129 9.361717 1.202229 5.022799 1.030819
9.969241 1.805940 4.708748 3.440468 10.101575 1.524740 9.612549 1.255239 5.006562 1.088727
10.224584 1.846469 4.667901 3.310190 10.048390 1.445978 9.862544 1.311179 4.989224 1.147935
10.442841 1.987393 4.363951 3.274435 10.537736 1.725549 10.111650 1.370112 4.970739 1.208405
10.670802 1.994663 4.326070 3.097069 10.249220 1.459068 10.359790 1.432101 4.951060 1.270101
10.880255 2.117779 4.113960 3.067436 10.908440 1.703425 10.606930 1.497206 4.930142 1.332982
11.107737 2.080702 4.099938 2.822495 10.731260 1.452653 10.852990 1.565486 4.907936 1.397008
11.358116 2.200042 4.462953 3.094806 11.478259 1.428761 11.097900 1.636997 4.884396 1.462135
11.626202 2.164154 4.488746 2.818001 11.586960 1.614624 11.341610 1.711793 4.859477 1.528318
11.849521 2.270494 4.424385 2.819338 11.476335 1.539172 11.584030 1.789925 4.833131 1.595511
12.087106 2.257365 4.425450 2.601298 11.778770 1.745907 11.825110 1.871443 4.805313 1.663664
12.331611 2.394737 4.699391 2.824971 12.135975 2.149368 12.064750 1.956393 4.775977 1.732729
12.591625 2.354241 4.730009 2.528362 12.322590 1.783533 12.302890 2.044820 4.745079 1.802651
12.840549 2.459003 4.856865 2.594847 12.545667 1.777279 12.539440 2.136766 4.712575 1.873377
13.069632 2.507621 4.842418 2.478894 12.592410 2.175092 12.774330 2.232269 4.678422 1.944850
13.321995 2.640435 4.975482 2.599358 13.219751 2.664405 13.007470 2.331365 4.642576 2.017013
13.554948 2.699811 4.963757 2.494641 13.087450 2.407081 13.238780 2.434087 4.604997 2.089806
13.733808 2.832496 4.351322 2.314832 12.708725 3.124388 13.468160 2.540465 4.565645 2.163167
13.960589 2.866517 4.359024 2.199012 13.835970 2.624793 13.695520 2.650527 4.524480 2.237032
14.179027 2.973483 4.410493 2.249530 13.830230 2.738930 13.920790 2.764295 4.481466 2.311336
14.393207 3.057546 4.399106 2.223738 14.210550 2.942051 14.143850 2.881790 4.436565 2.386012
14.640040 3.168256 4.714137 2.375383 14.556834 2.870211 14.364620 3.003029 4.389744 2.460991
14.865833 3.205712 4.719516 2.238506 14.461610 2.907340 14.583000 3.128024 4.340970 2.536202
15.095531 3.344413 4.745661 2.328233 14.675440 3.960410 14.798900 3.256787 4.290211 2.611572
15.307700 3.490824 4.705178 2.406947 15.026080 3.506701 15.012200 3.389323 4.237439 2.687028
15.510837 3.626249 4.368086 2.335343 15.368481 4.147613 15.222810 3.525634 4.182627 2.762494
15.709150 3.779073 4.326350 2.426503 15.523550 3.829364 15.430630 3.665719 4.125748 2.837893
15.924879 3.886735 4.326477 2.432614 15.723412 3.410500 15.635550 3.809572 4.066782 2.913146
16.129307 4.015943 4.299561 2.472511 15.977440 4.000940 15.837470 3.957185 4.005707 2.988174
16.323030 4.137584 4.041510 2.387215 16.337554 4.216325 16.036280 4.108544 3.942506 3.062895
16.499851 4.320698 3.982581 2.528103 16.331270 4.444992 16.231880 4.263631 3.877162 3.137226
16.713157 4.451118 4.121398 2.642254 16.758649 4.482308 16.424150 4.422425 3.809664 3.211085
16.890076 4.627172 4.058765 2.755628 16.603910 4.673437 16.612990 4.584899 3.740002 3.284385
17.045334 4.771430 3.548881 2.554123 16.923559 5.101187 16.798290 4.751025 3.668167 3.357042
17.186597 4.998841 3.455620 2.759133 16.995460 5.210994 16.979950 4.920767 3.594156 3.428969
17.369068 5.126422 3.529224 2.839798 17.342073 4.646233 17.157850 5.094087 3.517967 3.500079
17.515048 5.330062 3.443998 2.988988 17.289420 5.435416 17.331880 5.270941 3.439602 3.570283
17.682338 5.462444 3.358115 2.965097 17.646255 4.745973 17.501930 5.451283 3.359066 3.639494
17.843493 5.619362 3.312188 3.021261 17.785290 5.624759 17.667910 5.635059 3.276367 3.707622
17.995062 5.775856 3.152125 2.992077 17.921644 6.071508 17.829690 5.822214 3.191515 3.774579
18.133439 5.993448 3.065439 3.152019 18.126290 6.169846 17.987170 6.012686 3.104526 3.840274
18.293839 6.168084 3.128436 3.311664 18.124521 6.790265 18.140250 6.206410 3.015416 3.904620
18.407041 6.438564 2.983306 3.548378 18.216430 6.661379 18.288810 6.403317 2.924208 3.967526
18.545700 6.627192 2.864551 3.577376 18.402228 7.022312 18.432770 6.603332 2.830926 4.028904
18.678632 6.805513 2.796719 3.623942 18.542180 6.760131 18.572000 6.806376 2.735598 4.088665
18.833197 6.994855 2.885430 3.811730 18.808915 7.243876 18.706410 7.012367 2.638255 4.146722
18.991009 7.172284 2.845596 3.827763 19.144120 7.183445 18.835910 7.221216 2.538932 4.202987
19.092507 7.362312 2.510415 3.635751 18.547945 7.401204 18.960380 7.432831 2.437668 4.257374
19.170919 7.649400 2.345017 3.871933 19.013750 7.868800 19.079750 7.647117 2.334504 4.309797
19.301023 7.840284 2.384106 4.016934 19.308907 7.673749 19.193900 7.863973 2.229486 4.360172
19.383774 8.090439 2.243921 4.156152 19.132020 8.128449 19.302760 8.083295 2.122663 4.408416
19.496937 8.297077 2.232198 4.272795 19.023918 8.171935 19.406220 8.304973 2.014087 4.454448
19.599855 8.481125 2.163494 4.261784 19.347010 8.307412 19.504220 8.528895 1.903813 4.498188
